gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0149,PSC.0174,PSC.0177,PSC.0186,PSC.0187,PSC.0188,PSC.0190,PSC.0202,PSC.0203,PSC.0209,PSC.0219,PSC.0228,PSC.0230,PSC.0231,uniprotID,geneID,transcript_ID,,,,,,,,
g18747.t1,1357.752376,1.208724237,0.248664269,4.860868187,1.17E-06,1.45E-05,1158,686,2183,2046,721,753,305,2072,2254,3411,2079,690,1927,631,A7Y2W8,SC6A9_XENLA,Phel_contig_5542,,,,,,,,
g18753.t1,77.94179517,1.625759857,0.330148592,4.924327704,8.47E-07,1.10E-05,61,43,126,189,33,46,11,176,101,134,140,33,157,8,Q5I0J5,MITD1_RAT,Phel_contig_15637,,,,,,,,
g18756.t1,287.8335238,-1.915779803,0.433281167,-4.421562601,9.80E-06,9.23E-05,235,289,119,83,205,195,557,276,66,124,157,475,256,429,Q6DC37,HNMT_DANRE,Phel_contig_7843,,,,,,,,
g18757.t1,3184.679148,-2.804453222,0.463810571,-6.046548739,1.48E-09,3.98E-08,2682,4068,887,750,1330,2049,7900,1043,843,1246,829,4478,1314,5275,O60879,DIAP2_HUMAN,Phel_contig_1398,,,,,,,,
g18757.t1,3184.679148,-2.804453222,0.463810571,-6.046548739,1.48E-09,3.98E-08,2682,4068,887,750,1330,2049,7900,1043,843,1246,829,4478,1314,5275,O60879,DIAP2_HUMAN,Phel_contig_1761,,,,,,,,
g1878.t1,2512.411976,-2.211484604,0.26193924,-8.442738869,3.10E-17,3.75E-15,4510,2163,776,1221,2551,4140,3420,1232,1087,1319,992,4048,1006,2704,P98156,VLDLR_MOUSE,Phel_contig_2923,,,,,,,,
g18792.t2,185.789309,1.359516647,0.297187355,4.574611347,4.77E-06,5.00E-05,109,31,300,334,85,183,37,380,377,278,243,88,408,106,Q5JR59,MTUS2_HUMAN,Phel_contig_6393,,,,,,,,
g18866.t1,137.6489638,0.976619544,0.250877435,3.89281541,9.91E-05,0.000683159,108,111,142,202,89,103,28,317,169,262,197,60,319,63,O14874,BCKD_HUMAN,Phel_contig_18268,,,,,,,,
g18919.t1,118.568672,3.470841371,0.389742167,8.905480758,5.32E-19,8.50E-17,29,15,144,596,13,18,16,178,208,154,290,14,348,8,Q9GZT4,SRR_HUMAN,Phel_contig_17182,,,,,,,,
g18940.t1,12.60757663,3.636787544,0.861417821,4.22186244,2.42E-05,0.000203027,3,0,26,18,2,3,0,5,71,17,1,3,71,1,P04323,POL3_DROME,Phel_contig_24694,,,,,,,,
g18943.t1,311.6254799,2.722947586,0.377800333,7.207372114,5.70E-13,3.18E-11,22,109,373,726,49,125,43,1042,488,281,848,66,1113,69,Q9GZT4,SRR_HUMAN,Phel_contig_17182,,,,,,,,
g190.t1,4716.252448,-1.635678483,0.302904945,-5.399972867,6.67E-08,1.18E-06,4739,4148,2222,2555,5389,5203,5830,2816,1977,5121,1924,8341,3018,6876,O08992,SDCB1_MOUSE,Phel_contig_750,,,,,,,,
g19045.t1,67.64052983,4.364581826,1.076338602,4.055026755,5.01E-05,0.000384338,5,1,228,501,1,10,2,148,106,2,0,23,143,0,P06027,LECE_HELCR,Phel_contig_14850,,,,,,,,
g19076.t1,80.58053665,2.013345107,0.500436926,4.023174555,5.74E-05,0.000433037,63,26,86,119,37,20,12,234,45,344,48,24,272,12,A3KGZ2,OGFD2_DANRE,Phel_contig_21852,,,,,,,,
g19086.t1,360.2749189,2.782938589,1.105752523,2.51678249,0.011843192,0.036839687,372,6,1765,1838,12,161,3,459,255,506,4,28,446,0,P06027,LECE_HELCR,Phel_contig_14850,,,,,,,,
g19094.t1,43.18134508,2.133206216,0.388229704,5.49470119,3.91E-08,7.36E-07,8,19,70,83,14,36,5,90,58,127,69,15,116,3,P61460,DEPD5_MOUSE,Phel_contig_21178,,,,,,,,
g19126.t1,2981.276321,-0.866408746,0.343719444,-2.52068587,0.011712636,0.036550209,4220,5740,3409,2261,1610,2016,2766,2677,2174,1689,2921,2829,3046,2322,Q9JM76,ARPC3_MOUSE,Phel_contig_1521,,,,,,,,
g19147.t1,135.2001536,-1.508856856,0.339660029,-4.44225616,8.90E-06,8.53E-05,153,137,91,81,171,66,194,97,105,43,72,253,124,141,P40937,RFC5_HUMAN,Phel_contig_13975,,,,,,,,
g19149.t1,10111.93757,-3.255224585,0.348702,-9.335262167,1.01E-20,2.06E-18,10570,10116,2268,2157,10152,7504,19710,2199,1771,2700,2362,24591,3181,16943,Q9W4K2,Y3556_DROME,Phel_contig_12,,,,,,,,
g1917.t2,353.4529748,2.791261831,0.67243832,4.150955928,3.31E-05,0.000267789,90,0,446,1169,49,61,145,516,880,437,709,74,1354,33,Q9UKP5,ATS6_HUMAN,Phel_contig_6569,,,,,,,,
g19247.t1,20.67923963,2.206511636,0.468212351,4.712630138,2.45E-06,2.80E-05,3,3,30,53,11,22,1,42,42,49,36,4,42,3,Q503L9,NXN_DANRE,Phel_contig_4987,,,,,,,,
g19273.t1,568.9926512,-1.526695184,0.273714991,-5.577682031,2.44E-08,4.80E-07,638,752,514,273,451,647,678,435,261,293,325,822,419,754,Q9TR36,PIPNB_BOVIN,Phel_contig_1675,,,,,,,,
g19307.t1,19.42833355,1.419395688,0.471885838,3.007921777,0.002630408,0.010651143,13,8,31,61,18,12,4,28,25,5,40,6,66,4,Q0V9E9,KMT5A_XENTR,Phel_contig_13868,,,,,,,,
g19328.t1,145.5139386,0.766554038,0.255600682,2.999029699,0.002708409,0.010901693,58,120,190,253,104,135,39,181,198,182,238,64,378,123,Q9Y4P3,TBL2_HUMAN,Phel_contig_11508,,,,,,,,
g19440.t1,991.9445764,-1.488825463,0.254667759,-5.846148199,5.03E-09,1.17E-07,827,1094,592,456,1307,1326,652,627,509,407,883,2791,1156,1061,Q503L9,NXN_DANRE,Phel_contig_4987,,,,,,,,
g19441.t1,1099.120153,-0.944353336,0.349084334,-2.705229784,0.006825716,0.023591023,1610,1858,781,610,485,710,1102,989,772,1115,1080,1115,1137,1122,Q04336,YM54_YEAST,Phel_contig_6953,,,,,,,,
g19446.t1,1515.199243,-1.445296491,0.418943836,-3.449857391,0.000560883,0.002899338,1602,1037,651,952,743,1138,2227,1328,944,1445,779,1740,842,3261,Q9UH65,SWP70_HUMAN,Phel_contig_1891,,,,,,,,
g19447.t1,3103.043641,-1.507983311,0.415835303,-3.626395595,0.000287405,0.001678114,5787,8689,2365,1107,1432,2571,2564,2155,1657,1517,2291,3672,2992,1571,P00919,CAH2_RABIT,Phel_contig_1970,,,,,,,,
g19455.t1,154.1267393,-2.384497563,0.451470918,-5.281619411,1.28E-07,2.10E-06,220,203,124,36,151,226,220,64,48,9,65,374,80,98,Q9Y6H1,CHCH2_HUMAN,Phel_contig_11101,,,,,,,,
g19475.t1,264.1198948,-2.118418038,0.345030269,-6.13980346,8.26E-10,2.36E-08,134,373,141,111,419,245,440,140,120,96,105,564,137,225,Q9H3F6,BACD3_HUMAN,Phel_contig_1067,,,,,,,,
g19517.t1,411.659048,-3.835301832,0.869191401,-4.412493988,1.02E-05,9.58E-05,37,105,245,7,360,1712,258,8,57,17,52,224,45,1826,Q05423,FABP7_CHICK,Phel_contig_1716,,,,,,,,
g19534.t1,5963.286034,-2.192981134,0.584383359,-3.752641311,0.000174981,0.001110021,5232,3567,1207,754,2642,6523,10121,4188,1814,7301,1153,12921,1400,12143,Q9WTR0,MMP16_MOUSE,Phel_contig_202,,,,,,,,
g19541.t1,1727.658828,-3.680472175,0.631854041,-5.824877168,5.72E-09,1.30E-07,376,551,211,196,1459,1243,5411,471,288,588,132,4227,226,2626,Q9ULZ9,MMP17_HUMAN,Phel_contig_1508,,,,,,,,
g1955.t1,108.9813597,-1.791885499,0.472274027,-3.794164818,0.000148141,0.000961509,105,266,103,49,55,144,172,41,57,30,42,133,104,42,Q6B4U9,PRDX1_MYOLU,Phel_contig_12110,,,,,,,,
g19603.t1,1252.730845,-6.305091351,0.55927298,-11.27372781,1.77E-29,9.79E-27,415,1468,39,16,729,845,2967,56,27,65,25,2778,39,3595,O88956,PLPP1_CAVPO,Phel_contig_913,,,,,,,,
g19627.t3,11.52109101,-7.272265582,2.989308666,-2.432758338,0.014984298,0.044462033,0,0,0,0,94,0,10,0,0,0,0,52,0,0,P30622,CLIP1_HUMAN,Phel_contig_5294,,,,,,,,
g19636.t1,154.8428227,2.864199556,0.764538555,3.746311466,0.000179454,0.001131382,14,134,258,327,10,29,9,323,201,7,757,16,557,6,O75594,PGRP1_HUMAN,Phel_contig_7999,,,,,,,,
g19644.t1,352.4933516,-3.594052024,0.424256197,-8.471419046,2.42E-17,2.99E-15,269,101,56,95,1357,512,436,80,71,42,37,705,94,545,O88831,KKCC2_RAT,Phel_contig_8574,,,,,,,,
g19700.t1,726.4383439,-3.315035537,0.330814501,-10.02082896,1.23E-23,3.77E-21,678,1135,172,135,621,808,1415,193,153,151,124,1636,227,899,Q54BU4,ABCB1_DICDI,Phel_contig_2714,,,,,,,,
g19718.t1,23.70906375,-3.507723869,1.468997119,-2.387835771,0.016947913,0.049044492,0,0,0,11,196,47,3,0,4,0,17,28,0,25,Q9UQ35,SRRM2_HUMAN,Phel_contig_655,,,,,,,,
g19756.t1,462.4234479,-0.965599273,0.26202996,-3.685072013,0.000228638,0.001384748,386,708,418,278,466,582,340,293,255,616,360,607,451,498,Q5EAJ7,MVP_STRPU,Phel_contig_3421,,,,,,,,
g19837.t1,824.4092904,-1.583241777,0.256920835,-6.162372065,7.17E-10,2.08E-08,1106,1268,789,363,922,788,789,444,340,437,541,1432,618,882,Q3MHL7,TCPZ_BOVIN,Phel_contig_7258,,,,,,,,
g19841.t1,608.0682988,-2.209130454,0.328857559,-6.717590616,1.85E-11,7.63E-10,337,439,250,224,1162,844,900,278,201,284,278,1632,367,531,P00389,NCPR_RABIT,Phel_contig_2802,,,,,,,,
g19847.t1,26355.56008,-8.393656783,0.92283236,-9.095537988,9.41E-20,1.65E-17,1165,307,48,29,5147,19792,39151,317,301,173,151,54058,388,160141,O77656,MMP13_BOVIN,Phel_contig_235,,,,,,,,
g19847.t1,26355.56008,-8.393656783,0.92283236,-9.095537988,9.41E-20,1.65E-17,1165,307,48,29,5147,19792,39151,317,301,173,151,54058,388,160141,O77656,MMP13_BOVIN,Phel_contig_296,,,,,,,,
g19847.t1,26355.56008,-8.393656783,0.92283236,-9.095537988,9.41E-20,1.65E-17,1165,307,48,29,5147,19792,39151,317,301,173,151,54058,388,160141,O77656,MMP13_BOVIN,Phel_contig_475,,,,,,,,
g19856.t1,190.2271954,2.435106104,0.433454565,5.617903934,1.93E-08,3.92E-07,138,35,405,390,23,55,41,358,344,326,446,42,513,10,Q14588,ZN234_HUMAN,Phel_contig_9976,,,,,,,,
g19906.t1,1387.968388,-0.744263058,0.290441211,-2.562525668,0.010391391,0.033255578,1923,1836,1905,1046,968,1093,1283,1176,974,1368,923,1516,1461,1200,Q6PFQ2,EIF3C_DANRE,Phel_contig_2231,,,,,,,,
g19908.t1,565.3198854,-0.893019337,0.299375985,-2.982935777,0.002854979,0.011401536,874,639,582,469,435,453,637,640,462,438,334,517,454,508,C3XVT5,LIS1_BRAFL,Phel_contig_119,,,,,,,,
g19908.t2,208.3710025,-0.928923064,0.325818938,-2.851040739,0.004357639,0.016201457,296,272,161,170,133,112,242,138,128,207,176,220,273,220,C3XVT5,LIS1_BRAFL,Phel_contig_119,,,,,,,,
g19950.t1,386.9261879,-0.91502435,0.215158015,-4.252801597,2.11E-05,0.000179696,338,415,384,313,382,399,401,408,276,231,279,532,445,411,Q6NVU2,PPIG_XENTR,Phel_contig_818,,,,,,,,
g19963.t1,61.46181257,1.595118715,0.298012071,5.352530549,8.67E-08,1.48E-06,47,23,77,139,36,42,6,127,98,74,120,24,192,13,Q99LB0,TDIF1_MOUSE,Phel_contig_12743,,,,,,,,
g19964.t1,52.45857887,0.995381908,0.201328226,4.944075293,7.65E-07,9.99E-06,43,29,69,72,38,35,14,111,77,88,75,26,120,26,Q6IN84,MRM1_HUMAN,Phel_contig_1539,,,,,,,,
g20015.t1,37.76491631,-5.11157042,1.053337844,-4.852735947,1.22E-06,1.50E-05,0,2,0,0,221,111,7,5,6,2,1,108,5,52,P97292,HRH2_MOUSE,Phel_contig_2373,,,,,,,,
g20106.t1,908.8196932,-2.3052164,0.388224521,-5.937843373,2.89E-09,7.19E-08,421,558,339,281,1642,908,1708,382,338,478,372,1938,435,1167,Q9WUN2,TBK1_MOUSE,Phel_contig_6497,,,,,,,,
g20107.t1,594.2610223,-2.25788526,0.384518401,-5.871982337,4.31E-09,1.01E-07,260,485,339,204,2052,627,601,239,197,344,157,1079,266,828,E1BPN0,NOL9_BOVIN,Phel_contig_5567,,,,,,,,
g20173.t1,200.259369,-1.96992696,0.41941896,-4.696799969,2.64E-06,3.00E-05,297,126,60,121,325,388,213,96,109,187,53,518,55,80,P42357,HUTH_HUMAN,Phel_contig_4710,,,,,,,,
g20199.t1,3078.382377,-0.81019807,0.284395705,-2.848840738,0.004387884,0.016287284,3903,4844,3150,2748,2004,2395,2996,3135,2108,1867,2998,2994,3399,2749,Q9W2N0,CAPZA_DROME,Phel_contig_1064,,,,,,,,
g20226.t1,3532.055278,-0.961673989,0.389883646,-2.466566626,0.013641535,0.041261616,3965,1531,2884,2815,1567,3225,3872,4831,2577,2585,1685,4870,3519,6783,Q58A42,DD3_DICDI,Phel_contig_5521,,,,,,,,
g20227.t1,127.7827919,-3.668557373,0.889446889,-4.124537865,3.71E-05,0.000296623,1,3,24,15,230,586,10,17,17,42,18,180,25,497,Q58A42,DD3_DICDI,Phel_contig_5521,,,,,,,,
g20228.t1,3161.371664,-4.573292919,1.129402373,-4.049303443,5.14E-05,0.000392389,26,37,756,116,3310,16571,115,19,256,630,184,437,23,16666,Q58A42,DD3_DICDI,Phel_contig_5521,,,,,,,,
g20252.t1,671.5160327,-2.44771317,0.509041761,-4.808472224,1.52E-06,1.83E-05,218,234,254,216,465,1158,1380,284,235,175,260,675,408,1740,O60285,NUAK1_HUMAN,Phel_contig_10981,,,,,,,,
g20288.t1,73.01122541,0.771431483,0.301220177,2.56102194,0.010436477,0.033366408,58,17,68,141,47,94,22,126,129,97,125,61,108,35,Q7Z449,CP2U1_HUMAN,Phel_contig_7110,,,,,,,,
g20288.t1,73.01122541,0.771431483,0.301220177,2.56102194,0.010436477,0.033366408,58,17,68,141,47,94,22,126,129,97,125,61,108,35,Q7Z449,CP2U1_HUMAN,Phel_contig_9657,,,,,,,,
g20294.t1,1516.537906,-2.479744587,0.406304907,-6.103161794,1.04E-09,2.89E-08,1877,919,924,365,2514,2509,2613,329,321,761,533,3450,672,826,Q7Z449,CP2U1_HUMAN,Phel_contig_7110,,,,,,,,
g20294.t1,1516.537906,-2.479744587,0.406304907,-6.103161794,1.04E-09,2.89E-08,1877,919,924,365,2514,2509,2613,329,321,761,533,3450,672,826,Q7Z449,CP2U1_HUMAN,Phel_contig_9657,,,,,,,,
g2031.t1,31.83583403,1.23266696,0.467821739,2.634907398,0.008416024,0.02804565,4,22,15,63,21,19,15,60,51,29,31,20,177,10,Q8R151,ZNFX1_MOUSE,Phel_contig_10256,,,,,,,,
g20313.t1,16.77402119,1.495656046,0.349794585,4.275812465,1.90E-05,0.000164536,8,8,28,21,8,5,0,32,26,31,35,17,46,9,Q8HYL8,ACOX1_PHACI,Phel_contig_3860,,,,,,,,
g20352.t1,72.86910785,-2.581534562,0.815987813,-3.163692547,0.001557813,0.006872841,3,8,11,24,325,154,4,39,26,3,39,103,47,216,Q8WXX0,DYH7_HUMAN,Phel_contig_17009,,,,,,,,
g20354.t1,950.7132284,-1.589043907,0.283294129,-5.609166399,2.03E-08,4.08E-07,954,1465,699,562,731,780,1164,562,464,421,644,1716,758,1202,O54715,VAS1_RAT,Phel_contig_277,,,,,,,,
g20363.t1,15.96227173,1.427166742,0.456629905,3.125434248,0.001775428,0.007661209,7,2,37,12,5,4,5,28,22,467,34,18,55,11,O88281,MEGF6_RAT,Phel_contig_22525,,,,,,,,
g20363.t1,15.96227173,1.427166742,0.456629905,3.125434248,0.001775428,0.007661209,7,2,37,12,5,4,5,28,22,467,34,18,55,11,O88281,MEGF6_RAT,Phel_contig_6239,,,,,,,,
g20406.t1,1578.242465,-2.889067899,0.428636002,-6.740142879,1.58E-11,6.68E-10,524,4033,506,381,1868,1306,3072,534,344,400,421,2338,709,1654,Q9UHD2,TBK1_HUMAN,Phel_contig_9242,,,,,,,,
g20412.t1,483.7085277,-2.901602659,0.468478992,-6.19366655,5.88E-10,1.73E-08,59,811,87,73,918,723,793,196,167,146,117,1020,218,517,O95786,RIGI_HUMAN,Phel_contig_8135,,,,,,,,
g20413.t1,332.8171372,-1.111183726,0.422634599,-2.629183051,0.008559028,0.028457342,318,237,227,234,70,280,361,309,184,308,238,563,329,692,Q9WV52,PLEK2_MOUSE,Phel_contig_4297,,,,,,,,
g20474.t2,2086.751386,-3.828613522,0.406690892,-9.414062606,4.77E-21,1.04E-18,1766,720,334,265,3039,2731,4281,392,311,232,380,4029,487,4572,P11029,ACAC_CHICK,Phel_contig_15018,,,,,,,,
g20474.t2,2086.751386,-3.828613522,0.406690892,-9.414062606,4.77E-21,1.04E-18,1766,720,334,265,3039,2731,4281,392,311,232,380,4029,487,4572,P11029,ACAC_CHICK,Phel_contig_2826,,,,,,,,
g20474.t2,2086.751386,-3.828613522,0.406690892,-9.414062606,4.77E-21,1.04E-18,1766,720,334,265,3039,2731,4281,392,311,232,380,4029,487,4572,P11029,ACAC_CHICK,Phel_contig_420,,,,,,,,
g20474.t2,2086.751386,-3.828613522,0.406690892,-9.414062606,4.77E-21,1.04E-18,1766,720,334,265,3039,2731,4281,392,311,232,380,4029,487,4572,P11029,ACAC_CHICK,Phel_contig_4230,,,,,,,,
g20482.t1,11551.59295,-1.682065412,0.541701545,-3.105151586,0.001901815,0.008107468,13273,12431,5053,1869,7407,9218,22996,3264,3091,18661,5673,11583,8950,13335,Q9N0P9,PIM1_BOVIN,Phel_contig_43,,,,,,,,
g20493.t1,799.3660146,-2.474350226,0.611485689,-4.046456478,5.20E-05,0.000396381,216,338,250,184,534,753,1156,558,595,91,170,1129,230,3118,Q8BIE6,FRM4A_MOUSE,Phel_contig_7129,,,,,,,,
g20556.t1,20.6198151,1.975658614,0.567533726,3.481129883,0.000499303,0.002637058,6,0,24,55,18,21,0,51,41,34,41,5,41,5,Q6DJI9,ZCRB1_XENLA,Phel_contig_17462,,,,,,,,
g20575.t1,2617.332125,-1.375769399,0.350642353,-3.923568803,8.72E-05,0.000617576,2660,1484,1539,1566,1226,2891,2569,1719,1676,1954,2001,5375,2071,5454,Q00612,G6PD1_MOUSE,Phel_contig_2392,,,,,,,,
g2059.t1,70.18535177,1.114497435,0.257268359,4.332042391,1.48E-05,0.000132005,51,51,84,124,47,36,19,135,165,97,92,26,131,33,P09848,LPH_HUMAN,Phel_contig_13361,,,,,,,,
g2077.t1,609.5526795,-0.994855916,0.33126513,-3.003201439,0.002671555,0.010786866,1131,883,632,373,567,436,521,339,367,791,388,739,563,406,Q99L45,IF2B_MOUSE,Phel_contig_4103,,,,,,,,
g20787.t1,8.242542428,2.834608095,0.650220674,4.3594555,1.30E-05,0.000118582,0,4,7,21,1,5,1,20,16,29,16,0,14,1,O02751,CFDP2_BOVIN,Phel_contig_22620,,,,,,,,
g20810.t1,1366.113926,-1.893879228,0.369191046,-5.129808124,2.90E-07,4.28E-06,1935,2146,1277,430,1009,1124,1992,640,547,552,775,1879,647,1672,Q8VEM8,S25A3_MOUSE,Phel_contig_2604,,,,,,,,
g20830.t1,4996.274996,-1.552067119,0.510639559,-3.039457269,0.002370048,0.009754173,10806,9765,8244,1084,2868,4828,4051,1114,1699,2898,3428,5944,2233,4670,P41148,ENPL_CANLF,Phel_contig_2987,,,,,,,,
g20835.t1,237.2003603,-1.327920351,0.279246252,-4.755373943,1.98E-06,2.33E-05,219,307,135,162,270,197,333,223,140,171,115,351,239,202,Q8VEL2,MTMRE_MOUSE,Phel_contig_3757,,,,,,,,
g20837.t1,774.8339981,-1.52438151,0.29258965,-5.209963894,1.89E-07,2.96E-06,519,895,584,397,782,706,942,629,448,395,406,1272,596,1323,P09215,KPCD_RAT,Phel_contig_1507,,,,,,,,
g20880.t1,26303.29511,-4.226976535,0.606218338,-6.972696581,3.11E-12,1.50E-10,69823,15409,4045,920,3671,37768,28861,1833,4157,819,6012,46063,5371,81164,P46058,EDSP_CYNPY,Phel_contig_20,,,,,,,,
g20913.t1,122.1939488,1.916306381,0.505964305,3.787433941,0.000152211,0.000983559,48,41,154,458,53,127,5,140,128,253,222,57,355,6,P23824,GATA2_CHICK,Phel_contig_10349,,,,,,,,
g20922.t1,182.5300217,2.947321378,0.304560541,9.67729229,3.77E-22,9.64E-20,82,29,292,484,46,33,10,457,391,246,453,32,507,25,Q5E985,HYAL1_BOVIN,Phel_contig_12582,,,,,,,,
g20924.t1,397.1833207,-2.762509622,0.478513605,-5.7731057,7.78E-09,1.71E-07,542,168,290,87,1879,538,218,97,103,53,101,629,127,452,Q5R4J5,SYT1_PONAB,Phel_contig_15186,,,,,,,,
g20965.t1,81.83897111,4.363699273,0.607428102,7.183894288,6.78E-13,3.72E-11,3,3,104,540,7,19,7,148,231,155,54,5,100,1,P26652,TIMP3_CHICK,Phel_contig_27280,,,,,,,,
g20974.t1,17.91619063,-2.497549181,0.776622447,-3.215911656,0.001300309,0.005881267,3,8,7,1,59,46,1,4,13,6,11,17,2,59,P26652,TIMP3_CHICK,Phel_contig_27280,,,,,,,,
g20977.t1,33.29415258,1.732577147,0.375027821,4.619862977,3.84E-06,4.15E-05,11,16,62,40,16,30,3,69,55,77,53,20,92,2,P0CC00,NDUA5_PONPY,Phel_contig_12498,,,,,,,,
g20980.t1,159.5330426,-2.011685159,0.413133443,-4.86933506,1.12E-06,1.40E-05,235,262,179,53,192,282,180,23,49,48,77,186,110,135,Q04832,HEXP_LEIMA,Phel_contig_1930,,,,,,,,
g21014.t1,678.2623056,-1.472028565,0.383511961,-3.838285932,0.000123896,0.000826418,367,422,373,551,504,861,1035,559,447,346,337,767,510,1381,Q8WWW0,RASF5_HUMAN,Phel_contig_94,,,,,,,,
g21042.t1,375.0150697,-3.712536111,0.647988354,-5.729325361,1.01E-08,2.18E-07,240,87,51,11,324,834,1177,61,115,107,56,308,35,453,P97280,ITIH3_MESAU,Phel_contig_6635,,,,,,,,
g21045.t1,6711.645649,-5.357739967,0.636756048,-8.414117127,3.96E-17,4.63E-15,16997,3618,180,90,1925,4963,10868,517,832,104,187,11219,1025,21286,Q8IUX8,EGFL6_HUMAN,Phel_contig_3209,,,,,,,,
g21045.t2,149.248624,-5.465436263,1.256987452,-4.348043612,1.37E-05,0.000124308,179,35,0,0,25,196,138,0,0,0,15,516,57,619,Q8IUX8,EGFL6_HUMAN,Phel_contig_3209,,,,,,,,
g2105.t1,16.13942624,-1.059926012,0.336901542,-3.146100211,0.001654633,0.007232969,24,17,6,8,21,18,10,11,9,12,19,18,115,22,Q6UWM7,LCTL_HUMAN,Phel_contig_3930,,,,,,,,
g21097.t1,77351.87566,2.519168556,0.395210511,6.374244825,1.84E-10,6.09E-09,48763,26292,150547,146329,7673,15957,11880,148719,122883,183989,166566,10998,226900,10685,P21333,FLNA_HUMAN,Phel_contig_145,,,,,,,,
g2113.t1,837.1272002,-4.509950535,0.604299537,-7.463104399,8.45E-14,5.54E-12,186,132,94,51,3653,2725,314,40,114,112,88,1368,94,1983,Q09225,NRF6_CAEEL,Phel_contig_7462,,,,,,,,
g21155.t1,514.5991582,-2.2602245,0.350135144,-6.455291727,1.08E-10,3.82E-09,366,510,235,155,416,596,949,278,216,189,176,999,295,764,B2GUZ1,UBP4_RAT,Phel_contig_4360,,,,,,,,
g2116.t1,21.28455287,2.210554149,0.514986217,4.292453033,1.77E-05,0.000153999,3,2,16,51,5,17,1,33,49,76,32,16,44,5,Q09225,NRF6_CAEEL,Phel_contig_7462,,,,,,,,
g21198.t1,1379.43442,-1.580070031,0.176572767,-8.948548868,3.60E-19,5.89E-17,1387,1714,902,734,2041,1452,1411,1018,755,756,704,2550,1149,1530,Q29504,UBA1_RABIT,Phel_contig_4815,,,,,,,,
g21211.t1,1015.929623,-1.749373518,0.424623237,-4.119825212,3.79E-05,0.000302015,1001,369,546,678,565,900,1865,567,474,611,452,1780,707,1805,Q96RW7,HMCN1_HUMAN,Phel_contig_11,,,,,,,,
g21211.t1,1015.929623,-1.749373518,0.424623237,-4.119825212,3.79E-05,0.000302015,1001,369,546,678,565,900,1865,567,474,611,452,1780,707,1805,Q96RW7,HMCN1_HUMAN,Phel_contig_3782,,,,,,,,
g21211.t1,1015.929623,-1.749373518,0.424623237,-4.119825212,3.79E-05,0.000302015,1001,369,546,678,565,900,1865,567,474,611,452,1780,707,1805,Q96RW7,HMCN1_HUMAN,Phel_contig_4813,,,,,,,,
g21211.t1,1015.929623,-1.749373518,0.424623237,-4.119825212,3.79E-05,0.000302015,1001,369,546,678,565,900,1865,567,474,611,452,1780,707,1805,Q96RW7,HMCN1_HUMAN,Phel_contig_634,,,,,,,,
g21211.t1,1015.929623,-1.749373518,0.424623237,-4.119825212,3.79E-05,0.000302015,1001,369,546,678,565,900,1865,567,474,611,452,1780,707,1805,Q96RW7,HMCN1_HUMAN,Phel_contig_8725,,,,,,,,
g21220.t1,103.465599,5.034094776,0.583759558,8.62357577,6.49E-18,8.74E-16,1,14,333,235,3,9,1,115,66,162,365,9,523,1,P33945,WNT5B_XENLA,Phel_contig_13198,,,,,,,,
g21222.t1,1833.688738,-3.040412906,0.443059627,-6.862310899,6.78E-12,3.12E-10,806,2852,448,441,1489,1350,4648,600,408,438,443,3433,707,2099,Q90Z16,OPTN_CHICK,Phel_contig_3462,,,,,,,,
g21222.t2,295.9496627,-2.995660706,0.474636278,-6.311487013,2.76E-10,8.88E-09,81,460,44,82,228,293,577,94,70,119,36,679,140,513,Q90Z16,OPTN_CHICK,Phel_contig_3462,,,,,,,,
g21244.t1,352.1345637,-1.585404457,0.269614627,-5.880261301,4.10E-09,9.72E-08,389,414,293,168,342,387,304,193,195,168,198,1055,311,312,Q9Z2U1,PSA5_MOUSE,Phel_contig_6209,,,,,,,,
g21246.t1,239.5845257,-1.818475542,0.353220735,-5.148269521,2.63E-07,3.92E-06,173,191,114,103,222,311,248,121,172,193,74,523,115,495,Q91WM2,HDHD5_MOUSE,Phel_contig_4180,,,,,,,,
g21247.t1,166.3040709,-1.954088018,0.329878586,-5.923658273,3.15E-09,7.72E-08,145,132,78,85,161,230,164,110,122,64,58,362,61,348,Q91WM2,HDHD5_MOUSE,Phel_contig_4180,,,,,,,,
g21313.t1,186.1996373,2.34831913,0.287151688,8.177974317,2.89E-16,2.90E-14,49,83,299,452,40,82,25,415,234,482,325,30,513,52,Q32KI9,ARSI_MOUSE,Phel_contig_10888,,,,,,,,
g21347.t1,34.52583686,0.906927719,0.338407286,2.679988745,0.007362464,0.025106945,24,12,37,56,31,30,1,72,63,50,46,22,72,31,Q1JQ66,S35E3_DANRE,Phel_contig_18475,,,,,,,,
g21395.t1,410.4620787,-1.169940732,0.247195683,-4.732852601,2.21E-06,2.57E-05,369,529,337,267,380,393,483,341,227,231,368,629,430,418,Q5R7J6,UBE2N_PONAB,Phel_contig_8374,,,,,,,,
g21397.t3,1936.803933,-3.593356742,0.434001103,-8.279602794,1.24E-16,1.32E-14,2735,813,406,237,1444,2031,3941,417,306,289,410,2798,516,5062,Q8F7W8,MSRB_LEPIN,Phel_contig_255,,,,,,,,
