gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
6176	g5151.t1	189.648776587874	-2.23175581982051	0.436607996011631	-5.11157798347116	3.19478890751472e-07	6.79638721869036e-06	59	24	282	66	90	352	237	312	115	56	75	56	417	143	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6177	g5153.t1	34.685308353243	0.913684802834149	0.316626191956338	2.88568926401435	0.00390557553828927	0.0176661356409969	25	159	23	42	80	23	32	0	62	51	47	61	39	89	16	sp	Q9H1A4	APC1_HUMAN	45.357	1960	965	30	64	5745	6	1925	0	1607
6178	g5154.t1	33.8297320528367	-2.68269685640953	0.748409673787867	-3.58452990436616	0.000337685874195782	0.00243041712848494	2	12	13	20	2	71	141	9	11	19	5	11	15	8	136	sp	Q9D1D4	TMEDA_MOUSE	63.981	211	70	2	7	627	11	219	1.5e-88	263
6179	g5157.t1	154.036188961047	-1.63440196716027	0.327871661069562	-4.98488329802166	6.19992228330807e-07	1.20842629368802e-05	116	54	236	144	85	380	203	145	80	61	45	99	145	158	248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6180	g5159.t1	20.3809966215032	-4.21289707877532	0.970396079367329	-4.34142013591194	1.4156473527133e-05	0.000173352038367847	1	35	3	0	2	111	58	1	0	2	3	2	12	11	28	sp	Q6AYP4	ZC21C_RAT	44.138	145	77	2	1708	2133	379	522	4.12e-31	132
6181	g516.t1	11.3192666850319	1.10590488791112	0.39708487681369	2.7850591963743	0.00535179516716468	0.0226410588209823	11	3	3	18	31	13	8	2	23	16	10	15	4	38	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6182	g5169.t1	18.7020956024931	-4.01419442853962	1.01148437002433	-3.9686173583118	7.22908530652575e-05	0.000681784047980317	1	42	6	7	2	83	21	1	7	0	2	0	48	0	15	sp	D2IYS2	TORSO_BOMMO	41.617	334	144	5	1276	2187	430	742	1.13e-72	258
6183	g517.t1	34.1549758006016	0.83078002695563	0.249589997193867	3.32857901476848	0.000872902401349466	0.00528406364107322	25	6	29	46	85	23	33	14	69	51	34	42	28	93	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6184	g5172.t1	53.122368134109	2.4907874070598	0.323963617430939	7.68847880762651	1.48894674687021e-14	1.90611614606728e-12	6	16	18	114	145	13	19	7	100	98	156	101	9	135	18	sp	P0DKB4	T3HPD_SACKO	61.963	326	124	0	55	1032	1	326	7.52e-146	417
6185	g5178.t1	98.2686258196517	1.36638166265283	0.26375366735084	5.18052194828931	2.2126588992293e-07	5.01785909861137e-06	82	28	26	129	174	32	71	33	189	177	195	207	84	272	26	sp	Q0GGX2	ZN541_MOUSE	32.012	328	195	8	67	1011	1011	1323	1.91e-36	148
6186	g5180.t1	203.644450500485	-0.835215650715306	0.182646586340789	-4.57285114081973	4.81131968288135e-06	7.0523645893725e-05	192	64	206	189	157	250	313	177	196	143	201	170	349	263	208	sp	Q8NHH9	ATLA2_HUMAN	61.02	490	190	1	31	1497	60	549	0	609
6187	g5183.t1	17.7300335685478	-2.43728103920298	0.971893510577853	-2.5077655243874	0.0121497259792093	0.0426304446253964	0	17	1	2	1	40	62	0	6	18	6	7	11	7	66	sp	Q5JTD7	LRC73_HUMAN	55.046	218	98	0	43	696	37	254	1.01e-67	219
6188	g5188.t1	74.8049119030299	2.10061164256311	0.352891261972145	5.9525748266584	2.63956386044525e-09	1.03642403122927e-07	23	14	38	154	39	46	24	12	253	190	150	177	26	182	17	sp	Q4R7U8	ASGL1_MACFA	46.602	309	155	3	7	933	1	299	9.41e-86	263
6189	g519.t1	528.507818112471	-0.554658859333316	0.166571114185064	-3.32986221558845	0.00086888968958586	0.00527081923072696	520	189	520	440	495	720	787	273	447	545	466	566	949	993	444	sp	Q91437	PYR1_SQUAC	68.081	2262	676	14	13	6726	2	2241	0	3102
6190	g5200.t1	78.4229736365155	-1.79441578196787	0.405678693299677	-4.42324384199868	9.72298969343495e-06	0.000128266391474064	79	22	249	49	54	102	44	92	38	55	24	39	127	47	62	sp	Q6NXP6	NXRD1_HUMAN	29.558	362	229	7	43	1089	2	350	3.02e-53	182
6191	g5202.t1	62.5771042027361	-2.82954063879292	0.638142245351519	-4.43402808606453	9.24885694955178e-06	0.000123062127984965	107	32	220	51	8	50	23	96	10	18	2	25	114	13	21	sp	Q5IS76	ACHA6_PANTR	28.713	303	191	8	7	864	10	304	2.2e-30	124
6192	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58	sp	P10079	FBP1_STRPU	40.768	807	464	6	37	2424	185	988	0	605
6193	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58	sp	P10079	FBP1_STRPU	42.083	720	404	5	22	2148	218	935	0	580
6194	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58	sp	P10079	FBP1_STRPU	42.659	722	363	6	238	2256	176	895	1.66e-176	556
6195	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58	sp	P10079	FBP1_STRPU	43.338	683	374	5	22	2037	256	936	1.25e-171	544
6196	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58	sp	P10079	FBP1_STRPU	44.3	307	170	1	1336	2256	172	477	6.51e-72	266
6197	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58	sp	P10079	FBP1_STRPU	35.814	430	213	6	1132	2262	22	441	2.27e-61	233
6198	g5211.t1	127.826733956286	1.0734487489488	0.427124035919309	2.51320145596206	0.0119640992757391	0.0421013951290949	91	34	23	117	527	206	98	23	243	205	133	176	39	243	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6199	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	28.61	1108	651	28	3994	7203	408	1413	4.77e-109	396
6200	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	34.426	427	252	6	7099	8367	1189	1591	3.53e-67	258
6201	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	31.537	501	275	9	6007	7491	977	1415	2.33e-54	216
6202	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	23.246	912	522	29	478	2997	2132	2937	5.17e-39	166
6203	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	23.121	865	523	34	562	2997	2511	3286	1.31e-28	131
6204	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	27.231	437	256	14	3253	4476	373	776	4.58e-25	119
6205	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470	sp	P0C6B8	SVEP1_RAT	32.036	334	188	16	505	1425	439	760	5.22e-23	112
6206	g5213.t1	866.937987412049	1.58004016675893	0.538317619046944	2.93514481200947	0.00333392056585645	0.0155902938150593	806	215	895	510	1453	526	308	78	1289	893	2755	3403	156	1854	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6207	g522.t2	10.3402572473509	-4.79896845424318	0.890469713852592	-5.38925510838609	7.07503157616768e-08	1.89675722615103e-06	10	4	4	0	0	16	5	28	2	2	0	2	30	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6208	g5220.t1	88.9775391225919	2.2950989655543	0.540430993603264	4.24679374928515	2.16851411834e-05	0.000247969360202357	72	19	30	201	194	9	33	20	91	158	338	141	17	273	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6209	g5222.t1	13820.8781336454	2.08981136169906	0.443611311175854	4.71090639271511	2.46617498110223e-06	3.98176833702588e-05	12769	1712	7757	39150	32770	2726	5534	2338	18666	25186	23039	26215	4119	50445	690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6210	g5223.t1	124.830127453287	0.974590176835113	0.219366378819334	4.44275089957047	8.88159708412619e-06	0.00011875979784615	114	50	63	194	250	66	112	24	203	133	238	209	96	341	60	sp	Q96S38	KS6C1_HUMAN	40.26	231	127	5	1123	1800	205	429	5.75e-38	158
6211	g5223.t1	124.830127453287	0.974590176835113	0.219366378819334	4.44275089957047	8.88159708412619e-06	0.00011875979784615	114	50	63	194	250	66	112	24	203	133	238	209	96	341	60	sp	Q96S38	KS6C1_HUMAN	52.713	129	59	2	1	384	1	128	5.24e-29	129
6212	g5224.t1	43.1170262985668	1.06409898416129	0.289599143169274	3.67438581660206	0.000238422235904405	0.00183047021781114	45	6	30	74	77	28	27	9	75	42	105	52	28	135	27	sp	Q96S38	KS6C1_HUMAN	50	186	92	1	241	798	882	1066	8.14e-58	202
6213	g523.t1	5.92970890417562	-4.54963365070601	1.48600276303492	-3.06165894430379	0.00220114094397896	0.0111317635163592	0	25	0	0	0	5	2	6	2	2	0	0	9	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6214	g5234.t1	121.062437677143	1.55025997893156	0.478773339860323	3.23798309108822	0.00120377943902794	0.00686732074591894	59	91	58	175	203	55	24	16	296	191	220	314	63	310	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6215	g5235.t1	299.033691222658	1.89375108120637	0.278109289814727	6.80937728641845	9.80221032496601e-12	6.97601382831052e-10	167	58	160	499	777	170	143	26	1019	390	379	660	132	853	69	sp	Q7T0V2	LTR3A_XENLA	50.413	121	34	1	1	285	1	121	7.51e-35	118
6216	g5236.t1	206.232205834321	2.77452882597419	0.941033113931686	2.94838596527391	0.00319437967391385	0.0150698657316019	0	0	124	479	1114	57	127	0	293	252	146	535	35	727	73	sp	Q498L0	C170B_XENLA	38.421	190	104	3	4	534	5	194	2.87e-31	138
6217	g5239.t1	1327.65392360566	-2.90831518332397	0.453454469979954	-6.41368731783047	1.42041394522659e-10	7.66350516333597e-09	671	141	1459	303	325	2396	1917	2465	575	404	472	269	2403	321	3197	sp	Q75J93	CPAS1_DICDI	36.602	724	421	16	160	2295	57	754	8.98e-131	416
6218	g5240.t1	40.101878756365	-6.64353945306593	1.1130129551218	-5.96896866518403	2.38757955775245e-09	9.49545656837761e-08	1	1	3	0	2	50	67	87	2	0	0	2	46	1	213	sp	Q8CFN2	CDC42_RAT	52.326	172	73	2	4	495	3	173	1.47e-58	186
6219	g5241.t1	373.362842063093	-3.00178774439187	1.08134877419616	-2.77596628952884	0.00550379147055418	0.0231265417496959	6	38	4	307	8	564	2023	28	8	93	148	72	179	4	1836	sp	Q95M12	LGMN_BOVIN	48.798	416	207	5	67	1305	17	429	1.12e-138	407
6220	g5243.t1	111.387623159173	1.5275331615659	0.425623461366201	3.5889308278794	0.000332036919323046	0.00240000799568995	53	53	32	157	260	76	37	23	139	77	509	176	32	203	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6221	g5247.t1	53.8964834326881	3.52962264305018	0.813802299969212	4.33719914920825	1.44309861572036e-05	0.000175994580333201	10	14	17	162	73	0	6	2	164	121	10	95	2	411	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6222	g5248.t1	33.5012068694439	4.16694605630169	0.704734639886351	5.91278733932204	3.36366347012976e-09	1.28121230944115e-07	2	7	7	74	62	5	0	0	96	77	32	67	0	254	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6223	g5258.t1	20.3767083305445	1.01587207029917	0.315675109515961	3.21809366553117	0.00129045669476091	0.00724604998472677	8	11	9	41	46	17	17	2	22	30	34	33	21	48	9	sp	Q08CA1	GDPP1_DANRE	42.262	336	169	6	10	1005	7	321	7.92e-84	261
6224	g5262.t1	71.4875005044053	-1.84431249425036	0.454721542743915	-4.0559162495827	4.99381521419087e-05	0.000501816963116671	101	32	34	38	43	74	101	24	60	29	24	36	66	47	295	sp	Q5HZE0	S2529_RAT	50.694	288	133	3	187	1050	1	279	2.08e-84	261
6225	g527.t1	894.780958323987	-7.31201152637758	0.851535850863666	-8.58685106324227	8.93853862939279e-18	2.07941164781627e-15	299	10	1012	16	1	685	257	4464	22	10	5	25	1596	17	504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6226	g5271.t1	322.755301676771	-0.942694039971684	0.316413993327512	-2.97930578245927	0.00288902312404718	0.0139331286867501	243	67	407	211	180	471	480	283	372	175	485	231	454	305	457	sp	Q0P6H9	TMM62_HUMAN	45.908	501	264	3	199	1686	53	551	2.68e-146	441
6227	g5272.t1	325.164801883388	-1.40649750084923	0.33477380791511	-4.20133674617065	2.65343557757765e-05	0.000294178720136644	375	53	577	245	254	375	333	362	284	195	89	228	646	303	404	sp	Q8N128	F177A_HUMAN	53.922	102	39	3	82	363	40	141	6.36e-31	114
6228	g5273.t1	78.7783772867069	1.04143780964759	0.299118612877415	3.48168841660946	0.000498263102828197	0.0033457238453408	79	18	18	98	159	98	67	15	185	104	115	154	49	197	34	sp	B2RYG6	OTUB1_RAT	62.302	252	94	1	55	807	19	270	3.58e-107	314
6229	g5275.t1	60.8558889308656	-10.0393037656157	2.99335094031925	-3.3538679445802	0.000796903847631502	0.00491063069491286	0	364	56	0	1	1329	0	0	0	0	0	0	0	0	0	sp	Q90YC0	EF1G_CARAU	56.109	442	175	3	1	1269	1	442	8.62e-167	478
6230	g528.t1	1994.00305526523	-6.14761378775811	0.741584098155093	-8.28984036072523	1.1340056463952e-16	2.07917052201358e-14	685	43	3682	45	28	1374	672	8931	84	82	38	124	2811	70	1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6231	g5281.t1	26.6702497608057	-5.11269807002438	1.23204918147119	-4.14975160644098	3.32836256879748e-05	0.000354899577012979	1	9	0	4	0	33	101	2	1	1	0	6	12	0	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6232	g5282.t1	601.910452472588	-0.756931005999241	0.29230521355569	-2.58952276899786	0.00961090667806388	0.0354772165125255	876	99	1017	569	666	629	595	522	542	444	669	496	751	586	577	sp	Q8BKU8	TM87B_MOUSE	45.187	374	167	4	712	1719	170	543	1.03e-91	295
6233	g5285.t1	828.267336422291	-1.37680535246252	0.34061174463197	-4.04215466483739	5.29622787625365e-05	0.000527016996098801	782	171	1712	550	629	670	862	1145	819	535	352	489	1289	755	943	sp	Q5RCS8	VATD_PONAB	78.218	202	44	0	1	606	1	202	6.91e-104	303
6234	g5286.t1	194.537988929647	2.39763670773127	0.369396977515751	6.49067765485177	8.54511350209539e-11	4.90380717819188e-09	99	54	97	403	454	28	50	18	505	314	303	515	32	691	31	sp	Q1LWJ6	ARPIN_DANRE	47.826	230	112	3	1	684	1	224	1.63e-65	205
6235	g5287.t1	108.130538918366	0.779291736775368	0.296230720178271	2.63069183475094	0.00852112634317635	0.0323429067429158	42	28	37	130	235	72	142	32	126	159	197	140	101	312	111	sp	Q10471	GALT2_HUMAN	71.171	444	127	1	7	1338	125	567	0	691
6236	g529.t1	1994.00305526523	-6.14761378775811	0.741584098155093	-8.28984036072523	1.1340056463952e-16	2.07917052201358e-14	685	43	3682	45	28	1374	672	8931	84	82	38	124	2811	70	1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6237	g5292.t1	55.9703689647249	0.952196874408457	0.224276382350216	4.24564042111918	2.17969949319986e-05	0.000249116738168933	52	12	41	86	109	31	48	17	93	77	95	102	56	135	15	sp	Q9DFZ4	CHUR_XENLA	53.097	113	52	1	1	339	1	112	4.5e-40	132
6238	g5298.t1	44.8606946506991	-2.50815076462976	0.651746854412949	-3.84835116218387	0.000118915510911962	0.00103405831132649	16	52	2	8	16	245	49	15	17	23	26	5	84	22	51	sp	Q90Y54	JAG1B_DANRE	44.598	1083	536	12	22	3168	3	1055	0	955
6239	g5299.t1	94.1449505077373	-1.79152521119378	0.435888597023481	-4.11005294340671	3.95568412247941e-05	0.000410874021275704	56	21	65	54	68	92	97	148	66	62	19	33	236	75	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6240	g530.t1	1977.22680923062	-4.74293800518561	0.698625009447803	-6.7889610893467	1.12943895120348e-11	8.00888227971906e-10	464	44	3559	97	150	2084	858	7379	322	152	100	237	5411	175	1372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6241	g5300.t1	144.42382103583	-0.524768077786786	0.202006566261167	-2.59777732723961	0.0093829317948565	0.0348497389496516	141	46	158	148	170	156	115	105	188	137	105	123	231	211	188	sp	Q5RDB5	CNIH1_PONAB	75.694	144	35	0	1	432	1	144	7.59e-56	174
6242	g5302.t1	10.3687480373945	-1.6959423721908	0.668036329330804	-2.53869781885917	0.0111265880426383	0.0398196295758503	8	11	4	6	7	10	9	20	6	10	0	9	3	3	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6243	g5306.t1	21.4625907389566	-0.828146679109729	0.331599244036903	-2.49743234944639	0.0125096331749971	0.0436173914167707	33	10	14	15	14	37	20	19	21	19	35	11	34	22	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6244	g5308.t1	2076.79766651491	-1.71239330429897	0.473533953483523	-3.61619962349449	0.000298959861028754	0.00221128088661781	2388	295	1752	1494	1036	1117	1441	4353	1030	552	1620	1190	3820	1598	3866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6245	g5309.t1	147.158189559858	-1.47468056720936	0.436056905058942	-3.3818534922868	0.000719985325323933	0.0045347547346094	182	28	133	137	66	74	125	286	115	51	87	95	231	141	241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6246	g5310.t1	6.38823618753837	-6.38480503354737	1.45362777262551	-4.392324605917	1.12145093256428e-05	0.000143906233250463	1	7	2	0	0	1	0	23	0	0	0	0	15	0	13	sp	Q0VD42	TLCD5_BOVIN	35.776	232	137	5	73	750	16	241	4.73e-40	142
6247	g5314.t1	110.809236936503	0.836536455971725	0.235885822049796	3.54636174697744	0.000390589630401706	0.00274236590482845	81	44	85	215	182	108	82	16	151	118	219	184	83	252	59	sp	F4IYM4	DEX1_ARATH	30.691	492	312	9	598	2037	413	887	4.69e-66	237
6248	g5325.t1	2.97393667892418	2.53459893311228	0.909091453183516	2.78805715776609	0.00530251874353023	0.0224852985135783	2	0	2	2	6	1	0	1	4	2	15	11	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6249	g5333.t1	15.380229150901	-1.67590211433569	0.659384047759987	-2.54161762030633	0.0110340813625233	0.0395694265337629	11	43	17	8	9	6	6	13	7	10	12	9	5	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6250	g5335.t1	987.898759474513	0.583300738830277	0.230421775917552	2.53144797841933	0.011359266611925	0.040420679794243	771	495	1046	1382	1082	761	646	332	1531	1389	2096	1616	704	1712	476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6251	g5343.t1	96.4052674835353	1.28089680951552	0.4307077193841	2.9739351116046	0.00294007241000141	0.0141446445609029	98	38	76	143	265	52	49	11	163	246	33	162	31	303	28	sp	E1BD59	TRI56_BOVIN	25.135	370	239	11	28	1077	9	360	1.04e-26	119
6252	g535.t2	78.5992208233033	-10.0239995948542	2.12105311928767	-4.72595405730369	2.29037432486072e-06	3.75895830845843e-05	1	0	1	0	0	720	176	0	0	0	0	0	286	0	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6253	g5352.t1	2.91671463479078	-4.34667076703747	1.28103850308972	-3.39308362438272	0.000691105366623315	0.00438863064481814	1	6	2	1	0	1	0	2	0	0	1	0	4	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6254	g536.t1	7.69651485062349	-5.8444218160369	1.24784518684856	-4.6836112986075	2.81864290953439e-06	4.43929575261593e-05	2	3	0	0	0	46	17	1	0	1	0	0	40	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6255	g5363.t1	879.777439303696	1.2951658810381	0.447856232431282	2.89192331656751	0.00382891389157902	0.0174286875750709	1230	164	82	916	2958	414	305	474	2123	1681	1285	1288	419	1505	318	sp	O70165	FCN1_MOUSE	52.198	182	83	4	433	975	95	273	1.01e-52	180
6256	g5369.t2	31.2336672113227	-5.29362614940942	1.89437110627902	-2.79439764039017	0.0051996498813675	0.0221838740255149	32	123	0	0	0	11	0	53	14	0	0	0	25	0	0	sp	Q39575	DYHG_CHLRE	29.916	478	246	16	1	1380	3	409	8.4e-47	184
6257	g537.t1	80.121233156109	-6.86198123042808	1.17355522273786	-5.84717369704967	4.9999533687453e-09	1.81195965046574e-07	1	7	1	2	0	591	224	3	2	2	0	0	321	7	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6258	g5370.t1	21.9977175000256	-1.7353385166267	0.586620751476164	-2.95819490234519	0.00309446399635334	0.0147140062771658	8	35	15	17	11	66	22	12	4	25	10	13	14	3	28	sp	M0R8U1	DYH5_RAT	27.94	1267	824	14	19	3681	528	1751	9.36e-152	513
6259	g5379.t1	124.930036838131	-0.623749922717769	0.225372169853048	-2.76764395144475	0.00564631037225131	0.0235507855993169	183	36	159	143	105	138	114	79	153	131	79	135	205	134	120	sp	Q9Y385	UB2J1_HUMAN	73.404	188	50	0	1	564	1	188	3.62e-99	298
6260	g538.t1	3742.29290352578	-0.727084927498764	0.278141082565213	-2.61408678212177	0.0089466308859181	0.0335878396066564	4702	994	3086	3722	3165	2779	3246	4451	3936	3349	3479	3350	6877	4141	4101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6261	g5380.t1	139.275676615284	0.871860659656711	0.259620392128402	3.35821332257102	0.000784480465122657	0.00484505705478981	131	24	110	166	324	99	128	64	273	193	145	188	70	462	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6262	g5383.t1	79.4984217120812	0.821639804282327	0.315350623795603	2.60548019342076	0.00917455778798003	0.034204990133198	74	16	78	72	154	66	91	21	169	117	193	108	42	127	24	sp	Q5R9W6	TAF13_PONAB	83.333	96	16	0	70	357	27	122	2.45e-46	148
6263	g5385.t2	84.0323181695484	-2.87349537778937	1.08201399117659	-2.65569151713529	0.00791459778631162	0.0305935899779975	0	20	208	10	0	241	131	30	64	59	0	18	475	25	7	sp	Q14790	CASP8_HUMAN	40.873	252	127	6	487	1185	226	474	4.78e-50	178
6264	g5397.t1	16.7385346686674	1.11203128462035	0.375604529077109	2.96064397134055	0.00306996598085823	0.014642573632246	11	9	11	23	56	12	12	3	27	23	11	31	10	48	4	sp	Q96SZ6	CK5P1_HUMAN	60.823	559	187	5	331	1962	55	596	0	691
6265	g5398.t1	4.20575963610532	-3.99665915048675	1.13930997924758	-3.50796466570601	0.000451549020136596	0.0030788726916657	5	11	2	0	0	6	6	0	0	2	0	2	3	0	10	sp	P31422	GRM3_RAT	34.727	861	495	19	73	2565	36	859	8.28e-151	472
6266	g54.t1	8.25318172332222	-1.71111998822583	0.643776264829735	-2.65794202381534	0.0078619416431517	0.0304553460070881	6	17	19	2	8	3	8	4	1	6	6	4	9	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6267	g5404.t1	141.199539979452	1.72025394062054	0.302674585173369	5.68350969948532	1.31958236686472e-08	4.3017206493089e-07	82	29	67	211	239	74	90	25	250	189	586	271	72	253	33	sp	P50227	ST1A1_BOVIN	34.965	286	163	6	106	960	26	289	9.81e-51	173
6268	g5426.t1	24.9575130480603	1.5759078818543	0.544314661337992	2.89521483397218	0.00378899119760312	0.017276043110673	14	6	10	19	12	5	29	11	111	32	68	35	8	89	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6269	g543.t1	158.165880379959	1.14735093142908	0.368212365930568	3.11600325678749	0.0018332024782204	0.00958558685432758	79	71	32	272	206	72	133	35	542	263	87	305	185	410	76	sp	Q9WTS8	FCN1_RAT	48.039	204	84	5	415	963	132	334	4.2e-51	184
6270	g5436.t1	12.1017247542857	-2.43433186817362	0.951321700895753	-2.5588945000219	0.010500560292153	0.0381273923833839	4	31	2	2	0	15	43	1	2	3	5	6	24	18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6271	g5457.t1	3.75689572876936	-3.92705813308906	1.08953045825079	-3.60435828420421	0.000312925136280116	0.00229030288343041	9	5	2	1	0	6	6	8	2	0	0	0	0	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6272	g546.t1	153.096465669059	0.971557722708887	0.244328554878877	3.97643952500978	6.99547782614585e-05	0.00066351233129621	161	55	93	213	305	69	123	63	369	214	194	252	77	375	50	sp	Q9CPS6	HINT3_MOUSE	38.971	136	80	2	67	465	29	164	7.28e-32	116
6273	g5478.t1	2.80191772612185	-4.7304630526634	1.74213741926427	-2.71532142089063	0.0066211474527134	0.026695587987226	4	13	1	0	0	0	0	0	0	0	0	1	2	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6274	g548.t1	4.23431530983716	-4.5849676755066	1.61200167818978	-2.84426979049758	0.00445133393264856	0.0195780869349159	3	20	0	0	0	6	2	1	0	0	0	0	3	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
