gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
g344.t1	4.428113865	-3.959481758	1.523275866	-2.599320218	0.009340859	0.030447045	0	0	0	1	1	26	0	0	0	0	2	4	2	21	sp	Q9BXY4	RSPO3_HUMAN	43.86	171	95	1	94	606	38	207	6.93E-49	166
g3450.t1	8.274256394	1.133701368	0.41843163	2.709406477	0.00674037	0.023335384	2	4	13	9	4	9	3	17	10	19	13	5	17	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3461.t1	77.20235612	1.996660541	0.390879082	5.108128404	3.25E-07	4.72E-06	23	7	92	175	61	41	16	174	207	165	122	15	113	25	sp	Q9Y6A2	CP46A_HUMAN	37.681	414	218	9	79	1254	22	417	2.43E-86	275
g3464.t1	64.96880497	0.836614514	0.34969988	2.392378611	0.016739564	0.048629741	72	49	71	131	61	46	12	138	86	126	58	38	116	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3467.t1	93.63030716	1.223867438	0.350284608	3.49392297	0.000475978	0.002529531	83	69	119	176	81	46	9	152	151	96	209	28	259	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3468.t1	61.51690182	1.16329894	0.282011797	4.125000981	3.71E-05	0.000296225	39	46	64	80	49	47	11	130	102	108	122	28	138	14	sp	Q9VBW3	CAD96_DROME	50.534	281	137	1	10	852	476	754	1.31E-98	309
g3469.t1	202.4589487	-0.997302327	0.330091353	-3.021291889	0.002516986	0.010261944	167	77	122	149	319	251	225	217	182	104	100	259	348	251	sp	Q5VT25	MRCKA_HUMAN	56.511	814	333	7	13	2409	3	810	0	903
g3470.t1	209.2254399	-1.221957006	0.27017984	-4.522754202	6.10E-06	6.15E-05	167	115	104	162	279	309	234	179	148	113	125	302	295	280	sp	Q3UU96	MRCKA_MOUSE	44.686	828	384	15	1	2349	845	1643	0	666
g3473.t1	196.3832172	-1.321888894	0.380809724	-3.471258246	0.000518026	0.002717013	124	148	101	126	138	180	321	216	152	98	95	263	201	314	sp	Q924S7	SPRE2_MOUSE	35.129	427	219	16	4	1230	3	389	1.61E-65	218
g3475.t1	954.9871564	-1.655848931	0.27431935	-6.036209016	1.58E-09	4.21E-08	639	1070	471	450	1467	993	1180	773	711	531	446	1620	562	1296	sp	P29374	ARI4A_HUMAN	43.596	406	215	7	1	1191	1	401	3.67E-70	263
g3479.t1	644.9479051	-1.084820163	0.282661794	-3.837873335	0.000124104	0.000827538	1162	655	549	369	405	557	583	454	398	620	542	861	612	785	sp	Q9HDC9	APMAP_HUMAN	36.134	357	221	5	217	1281	62	413	4.55E-76	246
g3481.t2	29.27074422	-1.34664514	0.433550811	-3.106083774	0.00189583	0.00808869	22	10	14	20	79	44	8	20	33	20	17	53	17	52	sp	O97529	ANXA8_RABIT	30.844	308	188	5	769	1617	16	323	6.19E-34	135
g3482.t1	15.30169437	-2.827679439	0.503114501	-5.620349706	1.91E-08	3.87E-07	39	14	4	8	37	15	11	10	2	0	3	39	7	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3489.t1	161.2088506	0.955993727	0.353337771	2.705608644	0.006817934	0.02357223	42	41	178	216	115	219	29	284	299	170	275	150	477	103	sp	Q9TXQ1	TNKS1_CAEEL	30.973	678	407	25	880	2838	99	740	4.20E-57	224
g3489.t1	161.2088506	0.955993727	0.353337771	2.705608644	0.006817934	0.02357223	42	41	178	216	115	219	29	284	299	170	275	150	477	103	sp	Q9TXQ1	TNKS1_CAEEL	25.578	649	362	22	5602	7278	1656	2273	9.55E-39	164
g3493.t1	3767.776954	-1.746068317	0.357188066	-4.888372497	1.02E-06	1.29E-05	5056	3930	1471	2021	2740	3794	6505	3391	2617	1165	2043	4065	2361	4691	sp	Q9XY07	KARG_STIJA	67.473	372	118	2	1	1116	1	369	0	537
g3503.t1	60.71433484	0.963116307	0.292275663	3.295232643	0.000983402	0.004663167	50	22	92	95	46	65	13	70	88	140	94	27	107	30	sp	F1RAX8	COQ6_DANRE	49.105	391	167	5	190	1278	25	411	8.68E-123	369
g3506.t1	679.0909513	3.01302661	0.631972216	4.767656761	1.86E-06	2.20E-05	263	222	1071	1420	36	107	138	1533	968	2197	1321	42	2009	3	sp	Q8BMT9	HHAT_MOUSE	32.372	312	207	1	361	1284	173	484	1.46E-44	166
g3507.t1	228.7323044	2.949930794	0.636970287	4.631190579	3.64E-06	3.95E-05	98	46	458	702	16	43	61	795	316	165	479	13	683	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3509.t1	42.19199698	4.06765526	0.498076596	8.166726343	3.17E-16	3.13E-14	8	2	107	110	1	8	4	73	107	147	60	4	56	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3510.t1	90.20108704	3.737470017	0.647679856	5.770551583	7.90E-09	1.74E-07	18	20	259	190	1	5	13	322	226	201	124	12	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3514.t1	1515.96585	-1.597429343	0.45802913	-3.487615169	0.000487349	0.00258058	1736	1205	1746	607	933	1216	2863	481	474	543	1273	2370	1352	1657	sp	Q9EQT3	RHOU_MOUSE	70.857	175	51	0	229	753	53	227	1.37E-89	270
g3533.t1	157.4384294	-0.654716546	0.260952304	-2.508951004	0.012109028	0.037501348	191	170	80	129	179	128	155	188	173	133	144	200	229	83	sp	Q9QZ05	E2AK4_MOUSE	38.687	1706	913	38	16	4956	17	1648	0	1068
g355.t1	2.339512808	-2.357435402	0.935983455	-2.518672088	0.01177983	0.036720711	2	1	1	2	12	4	1	0	0	0	2	5	2	1	sp	P56719	OX2R_RAT	40.992	383	199	7	43	1146	35	405	4.71E-81	259
g3557.t1	20.52261086	3.022370667	0.687176409	4.398245671	1.09E-05	0.000101223	1	1	8	71	6	6	1	95	41	36	52	2	9	10	sp	P80404	GABT_HUMAN	53.465	101	46	1	175	477	40	139	1.16E-33	127
g3558.t1	49.69498637	3.346089156	0.535484257	6.248716205	4.14E-10	1.26E-08	8	6	29	183	11	7	3	174	118	72	144	1	56	16	sp	P80404	GABT_HUMAN	52.012	323	154	1	1	966	177	499	3.64E-125	370
g3559.t1	7.917236875	1.415292072	0.539750139	2.622124517	0.00873835	0.028922031	2	2	11	25	12	4	0	15	11	11	18	6	9	2	sp	Q9BVS5	TR61B_HUMAN	36.97	330	195	7	688	1656	150	473	4.36E-59	207
g3561.t1	5.091216323	-1.745085039	0.548952776	-3.178934719	0.001478174	0.006573907	8	6	2	2	11	4	2	2	2	2	6	15	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3565.t1	150.9720131	-4.471289525	1.152498717	-3.879648158	0.000104608	0.000713808	89	0	12	0	490	221	250	42	29	0	0	335	37	294	sp	Q3V6T2	GRDN_HUMAN	40.941	1551	844	23	19	4485	10	1550	0	891
g3566.t1	31.89239828	-1.920624667	0.518789858	-3.702124548	0.000213802	0.001305318	17	14	6	17	139	52	15	16	34	6	17	54	20	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g357.t1	97.93234013	-1.446894175	0.503972198	-2.870980148	0.004092012	0.015398453	59	46	36	65	489	140	18	50	81	63	70	153	95	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3577.t1	872.2530059	-2.63705531	0.649527493	-4.059959494	4.91E-05	0.000377865	1866	2157	427	201	225	329	1996	255	118	116	674	618	258	327	sp	Q6BEA0	PLXA4_DANRE	31.509	749	459	24	4	2187	440	1155	4.32E-103	362
g3578.t1	106.380475	-1.836133333	0.485785395	-3.779721153	0.000157004	0.001010701	253	152	46	46	44	59	199	85	33	56	44	78	107	74	sp	Q6BEA0	PLXA4_DANRE	29.67	364	189	13	109	1032	42	394	2.68E-30	125
g358.t1	209.1970675	-1.38405358	0.214818516	-6.442897026	1.17E-10	4.12E-09	269	255	209	120	350	309	130	107	121	159	97	275	180	239	sp	Q9BRS2	RIOK1_HUMAN	56.057	487	194	6	328	1743	86	567	6.22E-171	500
g3580.t1	51.19076829	0.954475003	0.345303741	2.764160622	0.005706944	0.020261333	71	37	70	83	30	23	8	117	85	53	84	25	97	18	sp	Q9CWG8	NDUF7_MOUSE	54.061	394	167	7	124	1299	30	411	2.39E-140	412
g3583.t1	35.6240691	2.286683826	0.362841867	6.302149879	2.94E-10	9.36E-09	14	11	27	56	5	16	3	101	91	81	77	15	80	10	sp	Q7L266	ASGL1_HUMAN	51.325	302	136	5	61	957	12	305	3.01E-83	257
g3584.t1	37.28117109	-1.957111444	0.629468032	-3.109151451	0.001876255	0.008023568	60	34	21	27	68	21	50	46	13	5	0	21	24	71	sp	Q05090	KLC_STRPU	80.208	672	91	8	19	1929	19	683	0	958
g3584.t3	51.52300114	2.129187822	0.893483114	2.383019655	0.017171277	0.049515878	0	0	22	109	9	58	0	106	109	120	122	42	152	21	sp	Q05090	KLC_STRPU	80.208	672	93	8	19	1935	19	683	0	958
g3587.t1	1738.11563	-3.326176509	0.777869963	-4.276005845	1.90E-05	0.000164491	517	624	103	248	146	1372	2483	146	540	1043	262	2065	249	9283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3588.t1	50.16737199	2.071980898	0.685589637	3.022188182	0.002509545	0.010239763	22	10	24	24	9	45	4	62	309	27	26	9	263	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3589.t1	32.32601962	2.351630338	0.553897276	4.245607336	2.18E-05	0.000184563	13	10	18	31	16	11	2	137	117	14	43	12	134	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3593.t1	92.08438954	0.753068488	0.230706807	3.264179754	0.001097815	0.005098314	76	79	121	123	62	88	26	157	141	161	125	43	171	39	sp	C3XR70	ENOPH_BRAFL	56.25	256	106	2	85	834	30	285	6.34E-98	293
g3597.t2	883.3359642	0.706103491	0.229900898	3.071338556	0.002131014	0.008941173	714	510	1113	1597	446	560	513	1749	827	1482	1055	732	1772	388	sp	Q86UP2	KTN1_HUMAN	36	300	161	9	2095	2964	1013	1291	3.23E-33	143
g3598.t1	5252.492592	-3.252075572	0.484223752	-6.716059582	1.87E-11	7.67E-10	5001	7980	1504	1070	4345	3233	15636	893	860	873	1572	5296	1961	4495	sp	O75689	ADAP1_HUMAN	34.444	360	214	8	22	1077	12	357	4.12E-60	213
g3601.t1	111.2952684	-1.486262605	0.323019644	-4.601152392	4.20E-06	4.49E-05	150	175	58	81	143	127	143	82	49	102	64	138	63	51	sp	Q2KIA2	TR112_BOVIN	54.839	124	54	2	1	369	1	123	1.55E-46	149
g3602.t1	1728.723864	-7.273198946	0.729434837	-9.971005736	2.04E-23	6.15E-21	238	651	42	8	1058	755	7299	28	25	16	44	2804	24	2544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3603.t1	1437.744812	-5.734119177	0.489792358	-11.70724509	1.17E-31	7.99E-29	526	553	77	27	3517	1729	3069	51	81	60	70	3398	89	2847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3604.t1	373.8225677	-5.160708394	0.487700912	-10.58170748	3.62E-26	1.48E-23	102	140	22	26	1101	673	642	18	15	22	40	1060	34	552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3611.t1	37.04257759	-1.209857135	0.445728241	-2.714338074	0.006640836	0.023041449	19	18	23	17	109	66	11	24	33	19	26	32	59	70	sp	B1ANS9	WDR64_HUMAN	35.257	1109	601	25	58	3339	18	1024	0	672
g3612.t1	180.351282	0.925968845	0.327300829	2.829106324	0.004667819	0.017173781	168	157	259	250	64	85	76	319	214	441	279	114	237	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3613.t1	1151.547856	-1.656542464	0.258127596	-6.417533381	1.38E-10	4.78E-09	1193	1406	625	681	1047	1006	1540	703	523	747	613	2138	941	1459	sp	Q4JIM4	PSN1_CHICK	56.091	394	142	7	151	1269	31	414	1.38E-112	342
g362.t1	703.6900468	0.526896665	0.18837847	2.797011061	0.005157777	0.0186151	431	364	1078	1016	659	635	276	1129	730	560	1102	744	1778	415	sp	Q5E9E2	MYL9_BOVIN	69.767	172	30	1	1	450	1	172	3.52E-78	232
g3634.t1	32.23672758	0.819607768	0.336344305	2.436811786	0.014817389	0.044053208	36	24	54	38	24	20	8	54	49	65	52	22	34	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3639.t1	139.1134183	-1.63053539	0.336026351	-4.852403346	1.22E-06	1.50E-05	94	72	62	91	312	242	114	113	97	30	71	283	143	173	sp	Q15643	TRIPB_HUMAN	31.278	227	149	2	1669	2328	1072	1298	4.77E-22	108
g3640.t1	65.2382124	-1.604677315	0.340489766	-4.71285035	2.44E-06	2.80E-05	42	29	39	40	176	120	36	38	38	42	38	148	43	74	sp	Q15643	TRIPB_HUMAN	37.027	370	187	9	34	1122	24	354	1.67E-37	156
g3641.t1	17.3208463	0.957021132	0.365825787	2.61605706	0.008895169	0.029313105	11	3	17	34	10	16	6	46	17	23	25	8	41	16	sp	Q9NS73	MBIP1_HUMAN	39.103	312	139	12	79	915	51	344	4.18E-52	177
g3642.t1	8.717518783	1.816327715	0.5283641	3.43764407	0.000586798	0.003010614	6	3	3	21	4	4	0	24	9	25	17	4	22	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3643.t1	14.67735387	1.287872562	0.44325308	2.905501664	0.003666649	0.014024658	4	14	20	26	11	3	4	33	8	41	22	10	31	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3645.t1	147.6851636	0.816101782	0.315649596	2.585467536	0.009724703	0.031489148	173	54	132	226	62	122	53	236	202	250	299	56	293	106	sp	Q4R834	SIR2_MACFA	53.102	403	168	6	1	1206	1	383	5.65E-134	392
g3646.t1	55.16023581	2.136157283	0.322972622	6.614050661	3.74E-11	1.46E-09	24	14	83	75	22	28	4	153	120	52	126	28	197	9	sp	Q9QYF1	RDH11_MOUSE	53.974	302	128	2	37	942	22	312	2.65E-99	298
g3656.t1	31.94672065	-2.923731815	0.804166263	-3.635730507	0.000277194	0.001629181	7	3	3	2	224	54	2	10	13	6	16	82	16	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g366.t1	44.5623814	-2.628705814	0.520622261	-5.049161384	4.44E-07	6.15E-06	10	52	11	11	82	37	96	12	10	24	8	55	35	71	sp	P70453	PDE7A_MOUSE	43.814	388	193	5	7	1104	53	437	9.26E-105	320
g367.t1	57.66869553	-2.671360713	0.465173765	-5.742715765	9.32E-09	2.03E-07	30	35	18	20	101	59	121	6	16	24	22	82	29	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3688.t1	629.4338603	-1.908705986	0.516115049	-3.698218045	0.000217118	0.001322806	469	115	175	147	1016	854	833	598	403	288	77	1301	731	1132	sp	Q9NR09	BIRC6_HUMAN	46.802	1970	850	38	9298	14973	3001	4850	0	1368
g3688.t1	629.4338603	-1.908705986	0.516115049	-3.698218045	0.000217118	0.001322806	469	115	175	147	1016	854	833	598	403	288	77	1301	731	1132	sp	Q9NR09	BIRC6_HUMAN	36.384	1344	711	33	5197	9018	1674	2943	0	655
g3688.t1	629.4338603	-1.908705986	0.516115049	-3.698218045	0.000217118	0.001322806	469	115	175	147	1016	854	833	598	403	288	77	1301	731	1132	sp	Q9NR09	BIRC6_HUMAN	34.526	950	506	25	2221	4977	717	1581	6.74E-116	421
g3688.t1	629.4338603	-1.908705986	0.516115049	-3.698218045	0.000217118	0.001322806	469	115	175	147	1016	854	833	598	403	288	77	1301	731	1132	sp	Q9NR09	BIRC6_HUMAN	47.847	418	202	8	16	1245	52	461	2.46E-114	416
g3688.t2	444.488798	-2.194801592	0.659741894	-3.326757953	0.000878627	0.004249082	339	586	125	588	733	413	777	26	7	110	233	898	358	312	sp	Q9NR09	BIRC6_HUMAN	46.802	1970	850	38	9295	14970	3001	4850	0	1368
g3688.t2	444.488798	-2.194801592	0.659741894	-3.326757953	0.000878627	0.004249082	339	586	125	588	733	413	777	26	7	110	233	898	358	312	sp	Q9NR09	BIRC6_HUMAN	36.384	1344	711	33	5194	9015	1674	2943	0	655
g3688.t2	444.488798	-2.194801592	0.659741894	-3.326757953	0.000878627	0.004249082	339	586	125	588	733	413	777	26	7	110	233	898	358	312	sp	Q9NR09	BIRC6_HUMAN	34.526	950	506	25	2218	4974	717	1581	6.46E-116	421
g3688.t2	444.488798	-2.194801592	0.659741894	-3.326757953	0.000878627	0.004249082	339	586	125	588	733	413	777	26	7	110	233	898	358	312	sp	Q9NR09	BIRC6_HUMAN	47.847	418	202	8	16	1245	52	461	2.38E-114	416
g3689.t1	6774.65201	-2.557483379	0.422917844	-6.047234509	1.47E-09	3.97E-08	9420	11293	5896	1061	8438	6389	8237	1510	1459	2742	1736	11431	1707	10599	sp	Q9BLC5	HSP83_BOMMO	83.937	442	71	0	850	2175	275	716	0	740
g3689.t1	6774.65201	-2.557483379	0.422917844	-6.047234509	1.47E-09	3.97E-08	9420	11293	5896	1061	8438	6389	8237	1510	1459	2742	1736	11431	1707	10599	sp	Q9BLC5	HSP83_BOMMO	76.852	216	46	2	10	657	6	217	1.94E-105	340
g3690.t1	64.07776438	1.02690411	0.206252364	4.978871953	6.40E-07	8.53E-06	41	24	82	140	44	50	22	100	126	75	86	46	142	28	sp	Q05481	ZNF91_HUMAN	31.781	966	573	14	634	3507	267	1154	3.63E-145	476
g3690.t1	64.07776438	1.02690411	0.206252364	4.978871953	6.40E-07	8.53E-06	41	24	82	140	44	50	22	100	126	75	86	46	142	28	sp	Q05481	ZNF91_HUMAN	32.046	958	593	18	655	3504	190	1097	6.03E-139	459
g3690.t1	64.07776438	1.02690411	0.206252364	4.978871953	6.40E-07	8.53E-06	41	24	82	140	44	50	22	100	126	75	86	46	142	28	sp	Q05481	ZNF91_HUMAN	30.478	899	499	16	610	3264	371	1157	8.64E-118	400
g3690.t1	64.07776438	1.02690411	0.206252364	4.978871953	6.40E-07	8.53E-06	41	24	82	140	44	50	22	100	126	75	86	46	142	28	sp	Q05481	ZNF91_HUMAN	28.843	631	371	11	634	2433	575	1158	5.62E-76	279
g3690.t1	64.07776438	1.02690411	0.206252364	4.978871953	6.40E-07	8.53E-06	41	24	82	140	44	50	22	100	126	75	86	46	142	28	sp	Q05481	ZNF91_HUMAN	32.587	402	211	7	2332	3504	101	453	1.13E-42	174
g3695.t1	4.980455642	-3.956664812	1.428538008	-2.769730164	0.005610275	0.019977029	1	0	0	0	19	9	0	0	0	0	2	3	4	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3696.t1	30.1032603	-3.78888537	0.913204167	-4.149001404	3.34E-05	0.000269659	2	1	5	1	146	65	1	3	9	3	9	37	4	110	sp	O75899	GABR2_HUMAN	40.712	393	225	4	1240	2415	435	820	8.41E-72	257
g3696.t1	30.1032603	-3.78888537	0.913204167	-4.149001404	3.34E-05	0.000269659	2	1	5	1	146	65	1	3	9	3	9	37	4	110	sp	O75899	GABR2_HUMAN	30.952	294	189	4	1	873	154	436	1.04E-38	159
g3702.t1	18.77083783	-2.120703206	0.785589167	-2.699506681	0.006944236	0.02392384	4	4	15	7	94	40	1	5	11	0	10	28	13	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g371.t1	392.04307	-1.161024509	0.303043835	-3.831209795	0.000127515	0.000847544	519	668	420	268	365	255	422	308	271	222	225	556	373	279	sp	Q13347	EIF3I_HUMAN	57.407	324	106	3	1	876	1	324	1.21E-117	344
g3711.t1	2018.452605	2.121034878	0.393097094	5.395702255	6.83E-08	1.20E-06	958	1063	3362	3248	719	320	154	2759	4381	6558	3288	1247	4207	284	sp	P07996	TSP1_HUMAN	54.317	915	393	9	1060	3768	266	1167	0	834
g3713.t1	315.6744707	1.876443844	0.316707708	5.924844256	3.13E-09	7.69E-08	202	149	654	581	143	169	19	546	569	554	612	86	772	75	sp	Q5RFE6	THNS2_PONAB	46.901	484	242	5	1	1437	1	474	3.68E-150	440
g3723.t1	10.08947659	2.990386112	0.616812164	4.848130901	1.25E-06	1.53E-05	1	0	22	19	3	5	0	12	14	46	19	2	19	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3724.t1	11.68412877	3.496220799	0.686353788	5.093904717	3.51E-07	5.03E-06	2	2	36	25	3	1	0	7	7	45	30	4	34	0	sp	Q7L622	G2E3_HUMAN	32.057	209	126	6	1	615	425	621	5.41E-27	111
g3725.t1	6.707561274	2.447840829	0.676144084	3.620294675	0.000294268	0.001707954	2	4	15	9	2	1	1	6	10	32	7	0	16	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3726.t1	4.500963449	2.505465101	0.90842562	2.758029988	0.005815086	0.020609528	0	6	14	12	1	0	0	4	5	14	10	1	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3727.t1	5.532225298	2.502706083	0.682806727	3.665321362	0.000247028	0.001477766	1	1	8	9	3	1	0	13	8	4	18	0	26	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3728.t1	432.5359575	1.470987216	0.284503901	5.17035868	2.34E-07	3.54E-06	166	121	674	846	244	364	68	850	705	769	738	128	924	304	sp	Q6GQ29	CBPQ_XENLA	58.862	457	188	0	91	1461	13	469	0	567
g3737.t1	2.456541728	-2.792240395	1.166251135	-2.394201652	0.016656588	0.048432514	6	1	4	0	4	12	1	0	1	0	0	1	0	2	sp	Q95218	DMBT1_RABIT	46.698	212	107	2	592	1209	713	924	4.28E-48	179
g3737.t1	2.456541728	-2.792240395	1.166251135	-2.394201652	0.016656588	0.048432514	6	1	4	0	4	12	1	0	1	0	0	1	0	2	sp	Q95218	DMBT1_RABIT	38.961	231	112	2	592	1197	192	422	1.11E-39	155
g3737.t1	2.456541728	-2.792240395	1.166251135	-2.394201652	0.016656588	0.048432514	6	1	4	0	4	12	1	0	1	0	0	1	0	2	sp	Q95218	DMBT1_RABIT	38.528	231	110	4	592	1197	454	681	4.59E-36	144
g3740.t1	32.13776108	-1.038388972	0.369757254	-2.808299125	0.004980394	0.018080094	25	74	21	33	29	32	23	22	19	39	25	53	19	19	sp	Q9D0L4	ADCK1_MOUSE	45.738	481	220	3	142	1461	32	512	5.07E-148	437
g3746.t1	1161.131261	2.230721436	0.418554987	5.329577961	9.84E-08	1.65E-06	481	607	1746	2472	196	332	356	2297	2086	3456	1945	179	2363	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3758.t1	1.653219329	-3.532329377	1.253548653	-2.817863804	0.004834431	0.017659822	7	0	0	2	2	2	2	0	0	0	0	3	0	2	sp	Q7Z449	CP2U1_HUMAN	37.037	486	276	6	115	1491	52	534	8.74E-114	350
g3766.t1	10.64895419	2.417919006	1.011838688	2.389628935	0.016865403	0.048895417	6	2	3	5	0	8	0	26	78	0	7	2	39	3	sp	Q78P75	DYL2_RAT	88.372	86	10	0	13	270	4	89	2.66E-54	166
g3768.t1	426.2674242	-2.39128644	0.351813993	-6.797019121	1.07E-11	4.68E-10	467	362	205	129	309	501	628	138	153	193	153	633	193	1014	sp	Q561L1	PUA1A_XENLA	66.204	432	143	1	4	1290	23	454	0	607
g377.t1	2.563240112	3.154319965	1.058233975	2.980739646	0.002875531	0.011467953	0	0	3	5	1	1	0	6	2	17	2	0	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3774.t1	9.967463741	-2.279788788	0.812047972	-2.8074558	0.004993453	0.018111442	3	2	6	2	17	18	0	6	2	2	3	9	10	51	sp	B5X7E4	IF43B_SALSA	73.81	84	22	0	97	348	114	197	9.47E-37	127
g3778.t1	21.15201381	1.611896667	0.311388264	5.176484966	2.26E-07	3.44E-06	15	9	30	37	14	10	1	56	26	34	40	11	63	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g378.t1	1065.71416	-2.337455989	0.641571269	-3.643330216	0.000269133	0.001589105	138	220	282	548	6878	2062	239	333	521	309	497	1004	579	1341	sp	Q8AWH3	SX17A_XENTR	68.627	102	25	2	133	420	27	127	5.83E-38	145
g3787.t1	89.11436184	1.939760398	0.378618762	5.123254823	3.00E-07	4.42E-06	14	19	122	212	48	69	6	256	157	118	154	24	229	50	sp	Q9H477	RBSK_HUMAN	57.475	301	126	2	28	924	22	322	1.18E-107	319
g3788.t2	9.960632475	2.407739304	0.618844056	3.890704423	1.00E-04	0.000686858	7	1	26	9	2	7	0	24	11	35	16	3	23	0	sp	Q7LHG5	YI31B_YEAST	38.8	250	152	1	25	774	626	874	1.58E-53	190
g3794.t1	57.77249847	0.599596871	0.24944285	2.403744465	0.016228112	0.0474444	37	50	62	62	54	41	16	71	62	125	104	49	119	33	sp	Q9HAV4	XPO5_HUMAN	43.255	897	494	6	10	2667	5	897	0	677
g3810.t1	203.0428563	1.604169864	0.218241855	7.350422588	1.98E-13	1.19E-11	123	96	332	367	66	127	48	453	307	302	370	107	559	40	sp	Q6NVP8	FUT8_XENTR	52.727	550	198	6	127	1644	42	573	0	585
g3813.t1	38.22769957	0.726880245	0.254225668	2.859192976	0.004247203	0.015859996	24	23	47	52	35	30	15	73	47	42	68	42	94	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3827.t1	340.9516953	-1.356928699	0.415807084	-3.263361186	0.001100991	0.005109587	64	780	154	217	343	342	341	309	218	152	236	648	432	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3832.t1	11.29478816	1.519905425	0.537930767	2.825466616	0.004721181	0.017335837	8	4	10	17	1	6	4	13	13	9	53	6	32	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3834.t1	612.2739833	-1.870025692	0.742615659	-2.518160868	0.011796943	0.036744794	45	59	234	147	1995	1598	34	285	572	181	262	781	660	1714	sp	Q62261	SPTB2_MOUSE	58.913	2042	775	5	61	6006	38	2075	0	2301
g3834.t1	612.2739833	-1.870025692	0.742615659	-2.518160868	0.011796943	0.036744794	45	59	234	147	1995	1598	34	285	572	181	262	781	660	1714	sp	Q62261	SPTB2_MOUSE	49.231	130	56	2	6427	6786	2200	2329	3.48E-26	122
g3837.t1	71.68679198	0.710777342	0.227800316	3.120177154	0.001807423	0.007784506	46	36	86	121	77	77	13	115	111	101	112	66	130	29	sp	Q9CXR1	DHRS7_MOUSE	44.262	305	159	4	124	1026	26	323	3.09E-68	220
g3841.t1	1122.320854	-1.36859777	0.329555636	-4.152858036	3.28E-05	0.000265992	1157	2180	1057	631	937	785	1402	787	557	847	638	1411	828	1047	sp	P59325	IF5_MOUSE	53.901	423	174	5	1	1215	1	420	6.18E-139	407
g3842.t1	142.1080724	0.638753056	0.198338993	3.220511747	0.001279619	0.005799223	90	133	170	205	125	111	44	212	218	252	188	121	248	54	sp	Q92797	SYMPK_HUMAN	53.517	1123	469	14	16	3321	10	1100	0	1114
